x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.0,-0.28917956352233887,-0.5107586979866028,-0.589625895023346,-0.6459595561027527,-0.2591349482536316,-0.2591349482536316,-0.20280125737190247,0.03004463016986847,-0.045066945254802704,-0.3417576849460602,-0.46193620562553406,-0.45442503690719604,-0.3492688238620758,-0.13895641267299652,-0.07886715233325958,-0.03755578771233559,0.27791282534599304,0.15022315084934235,0.10515620559453964,0.1276896744966507,0.0,-0.18777893483638763,-0.5107586979866028,-1.01400625705719,-0.7999383211135864,-1.0515620708465576,-0.706048846244812,-0.5558256506919861,-0.8337385058403015,-0.9989839792251587,-0.8187161684036255,-1.0402953624725342,-0.792427122592926,-0.6196705102920532,-0.860027551651001,-0.7210711240768433,-0.5633368492126465,-0.7999383211135864,-0.9576725959777832,-0.7736492156982422,-0.6422039866447449,ROCK
0.0,-0.2949134111404419,-0.5217698812484741,-0.6087315678596497,-0.6654456853866577,-0.27222776412963867,-0.27222776412963867,-0.21551364660263062,0.018904706463217735,-0.06049505993723869,-0.325160950422287,-0.4574939012527466,-0.45371294021606445,-0.3478465974330902,-0.12855200469493866,-0.09074258804321289,-0.04915223643183708,0.27222776412963867,0.13989482820034027,0.09452353417873383,0.11342823505401611,0.0,-0.18904706835746765,-0.5104270577430725,-1.0095113515853882,-0.8053404688835144,-1.0511016845703125,-0.7145978808403015,-0.555798351764679,-0.8129023909568787,-0.9981684684753418,-0.816683292388916,-1.0246350765228271,-0.7713119983673096,-0.6200743913650513,-0.854492723941803,-0.707036018371582,-0.5482364892959595,-0.7902167439460754,-0.9452353119850159,-0.7561882734298706,-0.6238552927970886,ROCK
0.0,-0.30109715461730957,-0.5374012589454651,-0.6364965438842773,-0.6898555159568787,-0.27060630917549133,-0.26679494976997375,-0.20962460339069366,0.030490851029753685,-0.05335899069905281,-0.34302207827568054,-0.4802309274673462,-0.47260820865631104,-0.3544561564922333,-0.14102019369602203,-0.0914725586771965,-0.04954763501882553,0.2782290279865265,0.14102019369602203,0.09528391063213348,0.11434069275856018,0.0,-0.182945117354393,-0.510721743106842,-1.0290662050247192,-0.8118188977241516,-1.0519343614578247,-0.6936668753623962,-0.5374012589454651,-0.8346870541572571,-0.9985753893852234,-0.8232529759407043,-1.040500283241272,-0.7813280820846558,-0.6174397468566895,-0.8651779294013977,-0.705100953578949,-0.5412126183509827,-0.8041962385177612,-0.9566504955291748,-0.7584599256515503,-0.621251106262207,ROCK
0.0,-0.30241355299949646,-0.5359227061271667,-0.6431072950363159,-0.6928715109825134,-0.2641333341598511,-0.2564772963523865,-0.20671305060386658,0.038280196487903595,-0.042108215391635895,-0.34452176094055176,-0.47467440366744995,-0.47084638476371765,-0.35217779874801636,-0.137808695435524,-0.08804444968700409,-0.045936234295368195,0.2832734286785126,0.14929276704788208,0.10335652530193329,0.12249662727117538,0.0,-0.18374493718147278,-0.512954592704773,-1.0335652828216553,-0.8115401268005371,-1.0488773584365845,-0.6928715109825134,-0.5359227061271667,-0.8345082402229309,-0.9991130828857422,-0.8268522024154663,-1.0450493097305298,-0.7847440242767334,-0.6201391816139221,-0.8727884292602539,-0.7043555974960327,-0.5435787439346313,-0.8077121376991272,-0.9531768560409546,-0.7541198134422302,-0.6201391816139221,ROCK
0.0,-0.2976367771625519,-0.5312251448631287,-0.6216464042663574,-0.6743921637535095,-0.27126389741897583,-0.26749634742736816,-0.21475058794021606,0.0263728778809309,-0.056513309478759766,-0.3466149866580963,-0.4784793555736542,-0.4671767055988312,-0.35415008664131165,-0.14316704869270325,-0.09418885409832001,-0.04897820204496384,0.2750314474105835,0.13939949870109558,0.09418885409832001,0.11302661895751953,0.0,-0.1808425933122635,-0.5086197853088379,-1.0247746706008911,-0.8024890422821045,-1.047379970550537,-0.6969975233078003,-0.5462953448295593,-0.8288618922233582,-0.9984018206596375,-0.8213267922401428,-1.0398448705673218,-0.7836512327194214,-0.6216464042663574,-0.8627699017524719,-0.7083001732826233,-0.550062894821167,-0.8024890422821045,-0.9531911611557007,-0.7610459327697754,-0.6291815042495728,ROCK
0.0,-0.2955300807952881,-0.5199832916259766,-0.5985419154167175,-0.6546552181243896,-0.2618620991706848,-0.25812119245529175,-0.2057487815618515,0.026186209172010422,-0.04863153025507927,-0.34790247678756714,-0.46386998891830444,-0.45264732837677,-0.34790247678756714,-0.14215371012687683,-0.08229951560497284,-0.04114975780248642,0.2768256366252899,0.14963547885417938,0.10474483668804169,0.12344926595687866,0.0,-0.18330346047878265,-0.5087606310844421,-1.0175212621688843,-0.7968088984489441,-1.0474483966827393,-0.7032867670059204,-0.5536512732505798,-0.8342177867889404,-0.9988167881965637,-0.822995126247406,-1.03622567653656,-0.7855862379074097,-0.6209872364997864,-0.8678857684135437,-0.7145094275474548,-0.5573921799659729,-0.8042907118797302,-0.9576670527458191,-0.7668818235397339,-0.6359508037567139,ROCK
0.0,-0.296738862991333,-0.5183539390563965,-0.5972338914871216,-0.6535767316818237,-0.25917696952819824,-0.2554207742214203,-0.20283415913581848,0.030049504712224007,-0.04131806641817093,-0.3493254780769348,-0.45825493335723877,-0.4469863772392273,-0.35308167338371277,-0.1389789581298828,-0.07512375712394714,-0.03756187856197357,0.2817141115665436,0.157759889960289,0.11268564313650131,0.1314665824174881,0.0,-0.1840532124042511,-0.5108415484428406,-1.0179269313812256,-0.8000680208206177,-1.0517326593399048,-0.7061633467674255,-0.5596719980239868,-0.8376299142837524,-0.9991459846496582,-0.826361358165741,-1.036707878112793,-0.7850432991981506,-0.6197710037231445,-0.8714356422424316,-0.7136757373809814,-0.5596719980239868,-0.8075804114341736,-0.9540717601776123,-0.7662623524665833,-0.6347957849502563,ROCK
0.0,-0.29298266768455505,-0.522110104560852,-0.6085024476051331,-0.6610890626907349,-0.2554207742214203,-0.2554207742214203,-0.19907796382904053,0.030049504712224007,-0.04131806641817093,-0.34556928277015686,-0.45074257254600525,-0.4394739866256714,-0.3493254780769348,-0.13522276282310486,-0.07136756926774979,-0.033805690705776215,0.28547027707099915,0.16151608526706696,0.11644183099269867,0.13522276282310486,0.0,-0.1840532124042511,-0.5145977735519409,-1.0291955471038818,-0.8113366365432739,-1.0517326593399048,-0.7136757373809814,-0.5671843886375427,-0.8376299142837524,-0.9991459846496582,-0.8301175236701965,-1.0329517126083374,-0.7850432991981506,-0.6347957849502563,-0.8751918077468872,-0.717431902885437,-0.5671843886375427,-0.8075804114341736,-0.9540717601776123,-0.7662623524665833,-0.6423081755638123,ROCK
0.0,-0.2930260896682739,-0.518430769443512,-0.6123493909835815,-0.6649438142776489,-0.25170189142227173,-0.25170189142227173,-0.19910746812820435,0.033810704946517944,-0.03756744787096977,-0.3418637812137604,-0.44705262780189514,-0.4395391345024109,-0.34937727451324463,-0.13148607313632965,-0.06762140989303589,-0.030053958296775818,0.2855125963687897,0.1652967780828476,0.12021583318710327,0.1389995515346527,0.0,-0.18783724308013916,-0.518430769443512,-1.0331047773361206,-0.8189703822135925,-1.0518885850906372,-0.7175382375717163,-0.5710251927375793,-0.8377540707588196,-0.999294102191925,-0.833997368812561,-1.0331047773361206,-0.7851596474647522,-0.62737637758255,-0.8753215670585632,-0.7175382375717163,-0.5635117292404175,-0.8077001571655273,-0.950456440448761,-0.7663759589195251,-0.6424033641815186,ROCK
0.0,-0.29644083976745605,-0.5168712139129639,-0.6080837845802307,-0.6612911224365234,-0.24703402817249298,-0.24703402817249298,-0.19382670521736145,0.03420471027493477,-0.030404187738895416,-0.33824658393859863,-0.4446612596511841,-0.4370602071285248,-0.3420471251010895,-0.12921780347824097,-0.06080837547779083,-0.022803140804171562,0.2926402986049652,0.1748240888118744,0.13301832973957062,0.14822041988372803,0.0,-0.18622565269470215,-0.5130707025527954,-1.0223407745361328,-0.8095115423202515,-1.0489444732666016,-0.7182989716529846,-0.5700785517692566,-0.832314670085907,-0.9995377063751221,-0.8247135877609253,-1.0261414051055908,-0.7791073322296143,-0.6270864009857178,-0.8703199028968811,-0.7182989716529846,-0.5624774694442749,-0.8057109713554382,-0.9539313912391663,-0.7677057385444641,-0.6422885060310364,ROCK
